,wavelength,flux
4745,2089.4885,1.4232572096782665e-19
4746,2089.6975,1.379467725178854e-19
4747,2089.9065,1.4433016628891153e-19
4748,2090.1155,1.3988664945065074e-19
4749,2090.3245,1.414105778284996e-19
4750,2090.5334,1.420001895636804e-19
4751,2090.7427,1.4005701594708361e-19
4752,2090.9517,1.40761237884748e-19
4753,2091.161,1.4016095833813737e-19
4754,2091.37,1.3778268107718404e-19
4755,2091.579,1.3855110998001836e-19
4756,2091.7883,1.37414057027956e-19
4757,2091.9976,1.3663076000026942e-19
4758,2092.2068,1.383965753449748e-19
4759,2092.416,1.3773903349001583e-19
4760,2092.6255,1.3843952289898945e-19
4761,2092.8347,1.386374964093199e-19
4762,2093.044,1.3789811284111383e-19
4763,2093.2534,1.3879089010773884e-19
4764,2093.4626,1.3726530431195828e-19
4765,2093.672,1.3708089723596315e-19
4766,2093.8816,1.3837560228840917e-19
4767,2094.0908,1.376923622404392e-19
4768,2094.3003,1.3421800777017912e-19
4769,2094.5098,1.3412827212792443e-19
4770,2094.7192,1.3721525716748411e-19
4771,2094.9287,1.3883857920931308e-19
4772,2095.1384,1.3660469695510077e-19
4773,2095.348,1.3553646971666688e-19
4774,2095.5574,1.3506638212193075e-19
4775,2095.767,1.3288050937224376e-19
4776,2095.9766,1.3375896609501227e-19
4777,2096.1863,1.3587245156649572e-19
4778,2096.396,1.349738935664401e-19
4779,2096.6057,1.3253057504064305e-19
4780,2096.8154,1.3408419880845025e-19
4781,2097.0251,1.342042175423681e-19
4782,2097.2349,1.3411199541177843e-19
4783,2097.4446,1.3324478234195773e-19
4784,2097.6543,1.340376974688773e-19
4785,2097.864,1.3184459581610101e-19
4786,2098.074,1.299945362447842e-19
4787,2098.2837,1.3184006672655652e-19
4788,2098.4937,1.3315172970581063e-19
4789,2098.7036,1.3215964267964525e-19
4790,2098.9133,1.3191752354308718e-19
4791,2099.1233,1.3233157697006074e-19
4792,2099.3333,1.3124474490170017e-19
4793,2099.5432,1.3092992337020177e-19
4794,2099.7532,1.3418246653997602e-19
4795,2099.9634,1.312187868965043e-19
4796,2100.1733,1.2844583332013935e-19
4797,2100.3833,1.3139628708172896e-19
4798,2100.5935,1.2966336889737802e-19
4799,2100.8035,1.3068969946403225e-19
4800,2101.0137,1.286648255651995e-19
4801,2101.2239,1.2967232985826865e-19
4802,2101.4338,1.300192456985945e-19
4803,2101.644,1.289986535393457e-19
4804,2101.8542,1.2959442624987657e-19
4805,2102.0645,1.2800337840579234e-19
4806,2102.2747,1.2886320965029917e-19
4807,2102.485,1.3022077786823053e-19
4808,2102.6953,1.272777687237478e-19
4809,2102.9055,1.272747899044983e-19
4810,2103.116,1.271567733813234e-19
4811,2103.3262,1.268697146485086e-19
4812,2103.5366,1.2727369263821494e-19
4813,2103.747,1.272647429468898e-19
4814,2103.9575,1.2778214763678184e-19
4815,2104.168,1.2619677604722814e-19
4816,2104.3784,1.29244479252927e-19
4817,2104.5889,1.2755784795123205e-19
4818,2104.7993,1.2376543020733411e-19
4819,2105.0098,1.2419976586975428e-19
4820,2105.2205,1.2683061262015383e-19
4821,2105.431,1.2710850928608117e-19
4822,2105.6416,1.2732170477431328e-19
4823,2105.852,1.2617310421559715e-19
4824,2106.0627,1.252663950217054e-19
4825,2106.2734,1.2692473023147243e-19
4826,2106.484,1.2418420240907177e-19
4827,2106.6946,1.242078203755996e-19
4828,2106.9053,1.2317176156038307e-19
4829,2107.1162,1.2456632264707935e-19
4830,2107.327,1.244731377457787e-19
4831,2107.5376,1.2445801719715797e-19
4832,2107.7485,1.2356959164019777e-19
4833,2107.9592,1.2617071610165816e-19
4834,2108.1702,1.2381653320826658e-19
4835,2108.3809,1.234376680383826e-19
4836,2108.5918,1.2717977435308495e-19
4837,2108.8027,1.2602400246332165e-19
4838,2109.0137,1.2481782403460342e-19
4839,2109.2246,1.2527708006599506e-19
4840,2109.4355,1.2794750118958788e-19
4841,2109.6465,1.2633685628870556e-19
4842,2109.8574,1.2634603723770432e-19
4843,2110.0686,1.241593474701774e-19
4844,2110.2795,1.2606226181307215e-19
4845,2110.4905,1.296143988600703e-19
4846,2110.7017,1.2647831313634534e-19
4847,2110.9128,1.2584518813563934e-19
4848,2111.124,1.2462286648973697e-19
4849,2111.335,1.2708588817303336e-19
4850,2111.5461,1.2273525133831953e-19
4851,2111.7573,1.2485213898856221e-19
4852,2111.9688,1.259661309361659e-19
4853,2112.18,1.277222953389397e-19
4854,2112.391,1.2498994770782873e-19
4855,2112.6023,1.2425438480581975e-19
4856,2112.8137,1.270715130918734e-19
4857,2113.025,1.2536043586348206e-19
4858,2113.2363,1.2645337322082252e-19
4859,2113.4478,1.2711500282045929e-19
4860,2113.6592,1.2569078382449182e-19
4861,2113.8704,1.2776343362121996e-19
4862,2114.0818,1.2603157160408975e-19
4863,2114.2935,1.2795524373878148e-19
4864,2114.505,1.286034484356851e-19
4865,2114.7163,1.3028956257312742e-19
4866,2114.9277,1.2573334616042584e-19
4867,2115.1394,1.2408062011914345e-19
4868,2115.3508,1.2801373490507495e-19
4869,2115.5625,1.2792404848423495e-19
4870,2115.774,1.2747781655394186e-19
4871,2115.9856,1.2450465519093354e-19
4872,2116.1973,1.2813791848947472e-19
4873,2116.409,1.278467104366269e-19
4874,2116.6206,1.2702234599807206e-19
4875,2116.8323,1.2849594781590446e-19
4876,2117.044,1.2792653116534959e-19
4877,2117.2559,1.2921715852197594e-19
4878,2117.4675,1.2991593219374792e-19
4879,2117.6792,1.2713042197460073e-19
4880,2117.891,1.2765060728504887e-19
4881,2118.103,1.2777480225102497e-19
4882,2118.3147,1.2861349631310525e-19
4883,2118.5266,1.2780294055263367e-19
4884,2118.7385,1.305139926599061e-19
4885,2118.9504,1.2746528036351739e-19
4886,2119.1624,1.2866510668526405e-19
4887,2119.3743,1.2821744010621761e-19
4888,2119.5862,1.2909387195847435e-19
4889,2119.7983,1.3047556086884592e-19
4890,2120.0103,1.2886362196682439e-19
4891,2120.2224,1.2605772406649945e-19
4892,2120.4343,1.2960392415876472e-19
4893,2120.6465,1.274360911831082e-19
4894,2120.8586,1.314142495238721e-19
4895,2121.0708,1.291756930723306e-19
4896,2121.283,1.2982915719044126e-19
4897,2121.495,1.2967511096203175e-19
4898,2121.7073,1.2984866754656193e-19
4899,2121.9194,1.2783728750926366e-19
4900,2122.1316,1.2830211356519376e-19
4901,2122.344,1.3004564336700943e-19
4902,2122.5562,1.2939562036952684e-19
4903,2122.7686,1.2990329666445732e-19
4904,2122.9807,1.2750839684879023e-19
4905,2123.193,1.2912213973623317e-19
4906,2123.4055,1.306862422951221e-19
4907,2123.618,1.2829967435899072e-19
4908,2123.8303,1.2954112469282269e-19
4909,2124.0427,1.2996855782092074e-19
4910,2124.2551,1.296037200334535e-19
4911,2124.4675,1.2934291202721444e-19
4912,2124.68,1.3145245272352646e-19
4913,2124.8926,1.2777294261782865e-19
4914,2125.105,1.2982214890501962e-19
4915,2125.3176,1.2686218477566443e-19
4916,2125.53,1.2993436933124566e-19
4917,2125.7427,1.263167194262813e-19
4918,2125.9553,1.2650878331755637e-19
4919,2126.168,1.3051709884796505e-19
4920,2126.3806,1.267551697870914e-19
4921,2126.5933,1.2723866971284539e-19
4922,2126.806,1.281041885697344e-19
4923,2127.0188,1.2659697749858533e-19
4924,2127.2314,1.2486471662002552e-19
4925,2127.444,1.2427645153778915e-19
4926,2127.657,1.240083517601064e-19
4927,2127.8699,1.2784784279848475e-19
4928,2128.0825,1.2357091177056408e-19
4929,2128.2954,1.2306477852090693e-19
4930,2128.5083,1.2517382604201703e-19
4931,2128.7212,1.2301175202656682e-19
4932,2128.934,1.238480967192802e-19
4933,2129.147,1.2200120838788644e-19
4934,2129.36,1.2081604340563507e-19
4935,2129.573,1.2050357794927805e-19
4936,2129.786,1.2172032842010065e-19
4937,2129.999,1.1876557441086225e-19
4938,2130.212,1.1993618235287363e-19
4939,2130.425,1.1798625666276144e-19
4940,2130.6382,1.1909716714306217e-19
4941,2130.8513,1.1716039584336373e-19
4942,2131.0645,1.189856206209859e-19
4943,2131.2776,1.1969264818539687e-19
4944,2131.4907,1.1700938657534662e-19
4945,2131.7039,1.1478582890486262e-19
4946,2131.917,1.153439627981769e-19
4947,2132.1304,1.1578975278259176e-19
4948,2132.3435,1.1576835177825127e-19
4949,2132.557,1.1502921669374404e-19
4950,2132.77,1.1424115250228325e-19
4951,2132.9834,1.1237633819452468e-19
4952,2133.1968,1.147792366518369e-19
4953,2133.4102,1.120330294556784e-19
4954,2133.6235,1.1278933707315038e-19
4955,2133.837,1.1129773589485574e-19
4956,2134.0503,1.126041736417962e-19
4957,2134.2637,1.121432911976112e-19
4958,2134.4773,1.1176989441468492e-19
4959,2134.6907,1.1180192148050383e-19
4960,2134.9043,1.1032532836259188e-19
4961,2135.1177,1.1054469166994379e-19
4962,2135.3313,1.107919985644131e-19
4963,2135.545,1.1051968403609246e-19
4964,2135.7583,1.1048601174949908e-19
4965,2135.972,1.1115265834663902e-19
4966,2136.1855,1.1055212096004114e-19
4967,2136.3994,1.1118471700306688e-19
4968,2136.613,1.0899507961056893e-19
4969,2136.8267,1.1044923003202174e-19
4970,2137.0403,1.1300487173328797e-19
4971,2137.2542,1.099118902543763e-19
4972,2137.468,1.1192961840885852e-19
4973,2137.6816,1.1309746078521491e-19
4974,2137.8955,1.140070644222816e-19
4975,2138.1094,1.1161686945358493e-19
4976,2138.3232,1.1290081377230503e-19
4977,2138.537,1.1570305188982628e-19
4978,2138.751,1.1589621273631142e-19
4979,2138.9648,1.1513185385045052e-19
4980,2139.1787,1.1335430262142523e-19
4981,2139.3928,1.1475863322403605e-19
4982,2139.6067,1.1721551402973477e-19
4983,2139.8206,1.1577570251145704e-19
4984,2140.0347,1.1623057383479165e-19
4985,2140.2488,1.1589464004291958e-19
4986,2140.463,1.1495882937325491e-19
4987,2140.6768,1.1684370930442714e-19
4988,2140.8909,1.1692094807772915e-19
4989,2141.1052,1.1840418784053553e-19
4990,2141.3193,1.1834163640086497e-19
4991,2141.5334,1.1792613424151795e-19
4992,2141.7476,1.2000931303830047e-19
4993,2141.962,1.186620398455719e-19
4994,2142.176,1.1901610475145586e-19
4995,2142.3904,1.1954454567382257e-19
4996,2142.6045,1.2001667466644405e-19
4997,2142.8188,1.1915644594129624e-19
4998,2143.0332,1.2245203632860864e-19
4999,2143.2476,1.2005945972526661e-19
5000,2143.462,1.2214588252486408e-19
5001,2143.6763,1.1937743424243766e-19
5002,2143.8906,1.1961795082565903e-19
5003,2144.105,1.2267816918221316e-19
5004,2144.3196,1.2512088313622077e-19
5005,2144.534,1.2526785781427665e-19
5006,2144.7485,1.231569542574881e-19
5007,2144.963,1.2381713220495066e-19
5008,2145.1775,1.2408132592081891e-19
5009,2145.392,1.2453089452266949e-19
5010,2145.6067,1.2493247448963456e-19
5011,2145.8213,1.235402665445998e-19
5012,2146.036,1.2503669985099377e-19
5013,2146.2505,1.2484869569930693e-19
5014,2146.465,1.2387538643495418e-19
5015,2146.68,1.266416441485766e-19
5016,2146.8945,1.2459915748509386e-19
5017,2147.1094,1.253871373054448e-19
5018,2147.324,1.2658469369827417e-19
5019,2147.5388,1.2343017417526554e-19
5020,2147.7537,1.254732468879383e-19
5021,2147.9685,1.2729305270318705e-19
5022,2148.1833,1.2507543986283942e-19
5023,2148.3982,1.2608669720015842e-19
5024,2148.613,1.2586359163491248e-19
5025,2148.828,1.2711910668455694e-19
5026,2149.0427,1.2656870827537598e-19
5027,2149.2578,1.243842489315717e-19
5028,2149.4727,1.2799470190678472e-19
5029,2149.6877,1.2680262023716941e-19
5030,2149.9026,1.2566973767254157e-19
5031,2150.1177,1.2673272795420364e-19
5032,2150.3328,1.2615514847384037e-19
5033,2150.5479,1.2633628995034383e-19
5034,2150.763,1.2630683975467919e-19
5035,2150.978,1.2533900495321438e-19
5036,2151.193,1.2577459399196538e-19
5037,2151.4082,1.2832690618041628e-19
5038,2151.6235,1.270740359601691e-19
5039,2151.8386,1.2680398602232952e-19
5040,2152.054,1.2570639603969587e-19
5041,2152.269,1.2677893270267522e-19
5042,2152.4844,1.2801032220312776e-19
5043,2152.6997,1.2664093301126188e-19
5044,2152.915,1.2478494552822132e-19
5045,2153.1304,1.2920395441822144e-19
5046,2153.3457,1.2668607158795894e-19
5047,2153.561,1.2822007683418356e-19
5048,2153.7764,1.2811403901365638e-19
5049,2153.992,1.2516911907495873e-19
5050,2154.2073,1.2560538950297079e-19
5051,2154.4229,1.2444140182285068e-19
5052,2154.6382,1.2448382609762027e-19
5053,2154.8538,1.2762876860640377e-19
5054,2155.0693,1.262301068118395e-19
5055,2155.2847,1.286224942355241e-19
5056,2155.5002,1.2605504034319137e-19
5057,2155.7158,1.2758339400671621e-19
5058,2155.9316,1.2546979565919554e-19
5059,2156.1472,1.2681955458318992e-19
5060,2156.3628,1.258790151055643e-19
5061,2156.5786,1.259406759082602e-19
5062,2156.7942,1.241517925472108e-19
5063,2157.01,1.243873889987487e-19
5064,2157.2256,1.2457316252919277e-19
5065,2157.4414,1.254478453297614e-19
5066,2157.6572,1.2548953543417054e-19
5067,2157.873,1.2488912311917757e-19
5068,2158.0889,1.2412746590338832e-19
5069,2158.3047,1.2604123150184842e-19
5070,2158.5205,1.223447848449657e-19
5071,2158.7363,1.249145826169592e-19
5072,2158.9524,1.2450699088599902e-19
5073,2159.1682,1.2262627762576021e-19
5074,2159.3843,1.2506805755916735e-19
5075,2159.6,1.248821715214536e-19
5076,2159.8162,1.236980847313905e-19
5077,2160.0322,1.238223783050597e-19
5078,2160.2483,1.2220613232195085e-19
5079,2160.4644,1.2194637236354822e-19
5080,2160.6804,1.211434645250201e-19
5081,2160.8965,1.211649128079955e-19
5082,2161.1125,1.191766023004586e-19
5083,2161.3289,1.2091561402773855e-19
5084,2161.545,1.203571466674862e-19
5085,2161.761,1.199886805821525e-19
5086,2161.9773,1.2070775489112687e-19
5087,2162.1936,1.1920056873562084e-19
5088,2162.41,1.1840368048534585e-19
5089,2162.626,1.1927262852936144e-19
5090,2162.8423,1.1705250309774788e-19
5091,2163.0586,1.1611921735701874e-19
5092,2163.2751,1.1936929249676844e-19
5093,2163.4915,1.1943532948174415e-19
5094,2163.7078,1.1959844050997314e-19
5095,2163.924,1.1689343368220467e-19
5096,2164.1406,1.1714418341597979e-19
5097,2164.3572,1.1779486165868772e-19
5098,2164.5735,1.166202501699056e-19
5099,2164.79,1.1749243128745366e-19
5100,2165.0066,1.162281359431127e-19
5101,2165.2231,1.1595599551740603e-19
5102,2165.4397,1.1761652497919451e-19
5103,2165.6562,1.154601022736506e-19
5104,2165.8728,1.158569691970306e-19
5105,2166.0894,1.1814755298230893e-19
5106,2166.3062,1.1636189854480113e-19
5107,2166.5227,1.153682562078187e-19
5108,2166.7395,1.1618455852247377e-19
5109,2166.956,1.1544275467022552e-19
5110,2167.1729,1.1595431841625643e-19
5111,2167.3896,1.1538783218199225e-19
5112,2167.6064,1.1534909430743354e-19
5113,2167.8232,1.1480883139732613e-19
5114,2168.04,1.1529355754457444e-19
5115,2168.2568,1.1518114508049844e-19
5116,2168.4736,1.1644060214539167e-19
5117,2168.6907,1.1600947264926165e-19
5118,2168.9075,1.1471720631344764e-19
5119,2169.1245,1.1544125652971272e-19
5120,2169.3413,1.1671218602585804e-19
5121,2169.5583,1.1694802091755206e-19
5122,2169.7754,1.1551201419422283e-19
5123,2169.9924,1.1478783590765477e-19
5124,2170.2095,1.1687609391763244e-19
5125,2170.4265,1.1819933651018064e-19
5126,2170.6436,1.155024356010235e-19
5127,2170.8606,1.1419723886010446e-19
5128,2171.078,1.1286147447409679e-19
5129,2171.295,1.1564556198510305e-19
5130,2171.512,1.158052090117467e-19
5131,2171.7292,1.1288364554937398e-19
5132,2171.9465,1.1462654723960696e-19
5133,2172.1638,1.1597909800017041e-19
5134,2172.3809,1.147519239525992e-19
5135,2172.5981,1.1584229710448187e-19
5136,2172.8154,1.1328506979972027e-19
5137,2173.033,1.1584838207148054e-19
5138,2173.2502,1.1370022433082393e-19
5139,2173.4675,1.1542572861193126e-19
5140,2173.6848,1.1739057296985234e-19
5141,2173.9023,1.171760496866039e-19
5142,2174.1199,1.1421529497006113e-19
5143,2174.3372,1.1382237524077254e-19
5144,2174.5547,1.1477507347015448e-19
5145,2174.7722,1.16346134672914e-19
5146,2174.9897,1.1678087778052556e-19
5147,2175.2073,1.138993775608978e-19
5148,2175.4248,1.1651116397870276e-19
5149,2175.6423,1.1368899596764708e-19
5150,2175.8599,1.1718632214291835e-19
5151,2176.0776,1.1591702056030853e-19
5152,2176.2952,1.1674535676002057e-19
5153,2176.513,1.1858899548824397e-19
5154,2176.7305,1.1665050218679217e-19
5155,2176.9482,1.1619870381531308e-19
5156,2177.166,1.1829467244589145e-19
5157,2177.3838,1.1334508981808791e-19
5158,2177.6016,1.1733806293093554e-19
5159,2177.8193,1.1726468791938766e-19
5160,2178.037,1.1753459764935516e-19
5161,2178.255,1.1792626922880945e-19
5162,2178.473,1.1740381082902104e-19
5163,2178.6907,1.175992218660896e-19
5164,2178.9087,1.1940049840202233e-19
5165,2179.1265,1.1852826967875978e-19
5166,2179.3445,1.1892481492508079e-19
5167,2179.5625,1.2057528419706955e-19
5168,2179.7805,1.1947172684618718e-19
5169,2179.9985,1.194284115335601e-19
5170,2180.2166,1.2050413989420627e-19
5171,2180.4346,1.1922720720434702e-19
5172,2180.6526,1.2086381822792988e-19
5173,2180.8708,1.1800262027525345e-19
5174,2181.0889,1.192579048288008e-19
5175,2181.3071,1.1926585565076123e-19
5176,2181.5251,1.193440236086231e-19
5177,2181.7434,1.2031485255581077e-19
5178,2181.9617,1.2192415336980854e-19
5179,2182.18,1.20633603097884e-19
5180,2182.3982,1.2109017534193273e-19
5181,2182.6165,1.1906385805424482e-19
5182,2182.8347,1.2132135149719624e-19
5183,2183.053,1.1858695833192475e-19
5184,2183.2712,1.1911441523897555e-19
5185,2183.4897,1.2060385012417613e-19
5186,2183.708,1.2022625251588895e-19
5187,2183.9265,1.21517995246534e-19
5188,2184.145,1.2044655499405233e-19
5189,2184.3633,1.222565900749581e-19
5190,2184.5818,1.216680710514081e-19
5191,2184.8003,1.2148637979485768e-19
5192,2185.0188,1.2072891680756605e-19
5193,2185.2373,1.239602025454948e-19
5194,2185.456,1.2351933628941133e-19
5195,2185.6746,1.215033271091704e-19
5196,2185.893,1.2331863378433154e-19
5197,2186.1118,1.2287792610840327e-19
5198,2186.3303,1.2343661383198777e-19
5199,2186.549,1.2076315900457743e-19
5200,2186.7678,1.2565662714110825e-19
5201,2186.9866,1.2448330008254112e-19
5202,2187.2053,1.2342040447310895e-19
5203,2187.424,1.2381097919734327e-19
5204,2187.6428,1.256393498718572e-19
5205,2187.8616,1.2427097629015953e-19
5206,2188.0803,1.2516873029979292e-19
5207,2188.2993,1.2535786295466979e-19
5208,2188.518,1.2255135085761145e-19
5209,2188.737,1.2230689451948462e-19
5210,2188.9558,1.2772518763268991e-19
5211,2189.1748,1.2564224208422625e-19
5212,2189.3938,1.2556175532806735e-19
5213,2189.6128,1.2528126434575791e-19
5214,2189.8318,1.251308188212619e-19
5215,2190.0508,1.2827804433043204e-19
5216,2190.2698,1.2320531102383484e-19
5217,2190.4888,1.2575487094895773e-19
5218,2190.708,1.2899022264744774e-19
5219,2190.927,1.2647554812220937e-19
5220,2191.1462,1.2877310373052954e-19
5221,2191.3652,1.2718199031163287e-19
5222,2191.5845,1.2656683068715347e-19
5223,2191.8037,1.2974879131628808e-19
5224,2192.023,1.2848738041684683e-19
5225,2192.2422,1.2594520298809255e-19
5226,2192.4614,1.2878652518408447e-19
5227,2192.6807,1.2742569584706427e-19
5228,2192.9,1.297453399576399e-19
5229,2193.1194,1.297245688673213e-19
5230,2193.3386,1.2840635327217386e-19
5231,2193.558,1.300639257873167e-19
5232,2193.7773,1.310363507725409e-19
5233,2193.9968,1.3039339319102475e-19
5234,2194.2163,1.2968239013961688e-19
5235,2194.4358,1.3146333496370707e-19
5236,2194.6553,1.267362716951331e-19
5237,2194.8748,1.316441564387415e-19
5238,2195.0942,1.2838181953346202e-19
5239,2195.3137,1.3026163180740585e-19
5240,2195.5334,1.3043426294331314e-19
5241,2195.753,1.3219706685546011e-19
5242,2195.9727,1.2828315871139421e-19
5243,2196.1921,1.3084053350866307e-19
5244,2196.4119,1.2861531647344986e-19
5245,2196.6316,1.2914357023386717e-19
5246,2196.8513,1.3080826943520654e-19
5247,2197.071,1.2769227822091293e-19
5248,2197.2908,1.2937915354617152e-19
5249,2197.5105,1.310483528496889e-19
5250,2197.7302,1.2975179696093036e-19
5251,2197.95,1.2921951451974567e-19
5252,2198.17,1.2881150296189073e-19
5253,2198.3896,1.3053894331118864e-19
5254,2198.6096,1.302099112542348e-19
5255,2198.8296,1.2907469746862185e-19
5256,2199.0496,1.2771224037788985e-19
5257,2199.2693,1.2899289823884705e-19
5258,2199.4893,1.2799852857579072e-19
5259,2199.7092,1.2858449036464316e-19
5260,2199.9294,1.2956873508921616e-19
5261,2200.1494,1.2639840720285073e-19
5262,2200.3694,1.2677219663349242e-19
5263,2200.5896,1.2812297927359745e-19
5264,2200.8096,1.2715436961075872e-19
5265,2201.0298,1.2973406277210133e-19
5266,2201.2498,1.2734727206576685e-19
5267,2201.47,1.280887193761206e-19
5268,2201.6902,1.2521580634672692e-19
5269,2201.9104,1.257222135487146e-19
5270,2202.1306,1.269998154198484e-19
5271,2202.3508,1.258737750264766e-19
5272,2202.571,1.269208006906234e-19
5273,2202.7915,1.2533638385856994e-19
5274,2203.0117,1.2566754626056148e-19
5275,2203.2322,1.2774899653277462e-19
5276,2203.4524,1.2677659516448542e-19
5277,2203.6729,1.25222576624485e-19
5278,2203.8933,1.2333198749040388e-19
5279,2204.1138,1.2438692792822407e-19
5280,2204.3342,1.237899720012121e-19
5281,2204.5547,1.2401412086750096e-19
5282,2204.7751,1.2479360899944409e-19
5283,2204.9956,1.2458327847975296e-19
5284,2205.216,1.2448682693679807e-19
5285,2205.4368,1.2409435507694674e-19
5286,2205.6572,1.2393051864612917e-19
5287,2205.878,1.2662847393678776e-19
5288,2206.0984,1.2258767913955597e-19
5289,2206.319,1.2171236185103982e-19
5290,2206.5398,1.2348727706804256e-19
5291,2206.7605,1.2082842897866788e-19
5292,2206.9812,1.2264306319165573e-19
5293,2207.202,1.2163848250239718e-19
5294,2207.4226,1.227942917954487e-19
5295,2207.6436,1.2228005664856097e-19
5296,2207.8643,1.1922116571278189e-19
5297,2208.0852,1.2191201789725662e-19
5298,2208.306,1.1786251399542822e-19
5299,2208.5269,1.1771863677099408e-19
5300,2208.7478,1.18655408217158e-19
5301,2208.9685,1.1832873451186504e-19
5302,2209.1895,1.1719112558337676e-19
5303,2209.4104,1.1693266908059984e-19
5304,2209.6316,1.1654158595293702e-19
5305,2209.8525,1.182691205532826e-19
5306,2210.0735,1.1809345695272218e-19
5307,2210.2944,1.1494402820710644e-19
5308,2210.5156,1.1757624211680784e-19
5309,2210.7368,1.1437858263067594e-19
5310,2210.9578,1.1506214854147895e-19
5311,2211.179,1.154884873133231e-19
5312,2211.4001,1.1528057860039671e-19
5313,2211.6213,1.1561722401484185e-19
5314,2211.8425,1.151430195931205e-19
5315,2212.0637,1.1360913232262982e-19
5316,2212.285,1.154362255736101e-19
5317,2212.506,1.1215560809169317e-19
5318,2212.7275,1.1203163222382874e-19
5319,2212.9487,1.1295398871268084e-19
5320,2213.1702,1.147312572257723e-19
5321,2213.3916,1.135701322338883e-19
5322,2213.6128,1.1350649806831563e-19
5323,2213.8342,1.120519935192164e-19
5324,2214.0557,1.1132854276285476e-19
5325,2214.277,1.1023076523244536e-19
5326,2214.4985,1.1167741273855455e-19
5327,2214.72,1.1013636357816358e-19
5328,2214.9417,1.117514504284741e-19
5329,2215.163,1.0973901521792454e-19
5330,2215.3848,1.108300052135083e-19
5331,2215.6062,1.1169193853202084e-19
5332,2215.828,1.1227489490249939e-19
5333,2216.0496,1.1051939933807354e-19
5334,2216.271,1.0869323679730124e-19
5335,2216.4927,1.0962217433893837e-19
5336,2216.7144,1.0907758317011235e-19
5337,2216.9363,1.1093121580340595e-19
5338,2217.158,1.0941888628805206e-19
5339,2217.3796,1.097833657624959e-19
5340,2217.6013,1.0839451498137182e-19
5341,2217.8232,1.0819087421842705e-19
5342,2218.045,1.0837612476905302e-19
5343,2218.2668,1.0809683075616713e-19
5344,2218.4888,1.088950942006761e-19
5345,2218.7107,1.0855563309767088e-19
5346,2218.9326,1.0857561982538403e-19
5347,2219.1545,1.0704569375171453e-19
5348,2219.3765,1.0813835348853506e-19
5349,2219.5984,1.0828718731723026e-19
5350,2219.8203,1.0876983835172159e-19
5351,2220.0425,1.0848474035981732e-19
5352,2220.2644,1.0775066084011302e-19
5353,2220.4866,1.0866209807518634e-19
5354,2220.7085,1.0531944398242338e-19
5355,2220.9307,1.0880645136419525e-19
5356,2221.1528,1.072499009420077e-19
5357,2221.375,1.0740506593022711e-19
5358,2221.5972,1.0747036656842433e-19
5359,2221.8193,1.0852559270304025e-19
5360,2222.0415,1.0932326584230686e-19
5361,2222.264,1.0849363867929623e-19
5362,2222.486,1.0732590979534343e-19
5363,2222.7083,1.1052254715421136e-19
5364,2222.9307,1.0952043495459817e-19
5365,2223.153,1.0907237015977965e-19
5366,2223.3752,1.0784746317419019e-19
5367,2223.5977,1.0766021812313977e-19
5368,2223.82,1.0816014430778416e-19
5369,2224.0425,1.0887529412209201e-19
5370,2224.265,1.0735639380876938e-19
5371,2224.4875,1.0911406731168777e-19
5372,2224.71,1.087512144847939e-19
5373,2224.9324,1.0991466875911462e-19
5374,2225.155,1.0929982161367237e-19
5375,2225.3774,1.0849961844701627e-19
5376,2225.6,1.0991796953371316e-19
5377,2225.8228,1.0989752675931258e-19
5378,2226.0454,1.0985205800062661e-19
5379,2226.268,1.0992898704862421e-19
5380,2226.4907,1.093963146524664e-19
5381,2226.7134,1.1083487575367716e-19
5382,2226.936,1.1059325919576805e-19
5383,2227.1587,1.1283785775689454e-19
5384,2227.3816,1.128985680821034e-19
5385,2227.6042,1.1046584567959037e-19
5386,2227.8271,1.129636193574878e-19
5387,2228.0498,1.1439500881257014e-19
5388,2228.2727,1.138037759648814e-19
5389,2228.4956,1.1129235863911698e-19
5390,2228.7185,1.127991855759562e-19
5391,2228.9414,1.1543448905648079e-19
5392,2229.1643,1.1311147913680576e-19
5393,2229.3872,1.1743349452667103e-19
5394,2229.6104,1.1743083814237398e-19
5395,2229.8333,1.1750136585372232e-19
5396,2230.0562,1.1847758230820297e-19
5397,2230.2793,1.1720168492815924e-19
5398,2230.5024,1.1692873278077433e-19
5399,2230.7256,1.1822458829723866e-19
5400,2230.9485,1.1648822574684026e-19
5401,2231.1716,1.1943264121094116e-19
5402,2231.3948,1.2041631903729146e-19
5403,2231.618,1.202331918007901e-19
5404,2231.8413,1.1953068403697e-19
5405,2232.0645,1.2060317119034088e-19
5406,2232.2876,1.2137896293270997e-19
5407,2232.511,1.2211310520646803e-19
5408,2232.7344,1.2199611588510693e-19
5409,2232.9575,1.241435629796303e-19
5410,2233.181,1.232439530154665e-19
5411,2233.4043,1.2268486292275777e-19
5412,2233.6277,1.2322389075243644e-19
5413,2233.851,1.2320610343803805e-19
5414,2234.0745,1.235627676926769e-19
5415,2234.2979,1.261809888417088e-19
5416,2234.5215,1.2603751294536238e-19
5417,2234.7449,1.243751142711485e-19
5418,2234.9683,1.246957281318592e-19
5419,2235.192,1.2600019445766047e-19
5420,2235.4155,1.2584358962608865e-19
5421,2235.639,1.2615654932669228e-19
5422,2235.8625,1.2577408203277652e-19
5423,2236.0862,1.2629135982209728e-19
5424,2236.3098,1.2522188927981294e-19
